Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Ratio,YearBuilt,x,Y,CouncilArea,Latitude,Longitude,Regionname,Propertycount
Box Hill,33 Pendle St,4,House,1670000,S,Noel,17/09/2016,13.1,3128,4,4,4,707,162,0.229137199,1926,City of ,Whitehorse,City of Whitehorse,-37.8166,145.1354,Eastern Metropolitan,4605
Box Hill,18 Glenmore St,4,House,1560000,PI,Jellis,10/09/2016,13.1,3128,3,2,3,729,167,0.229080933,1905,City of ,Whitehorse,City of Whitehorse,-37.8233,145.1267,Eastern Metropolitan,4605
Box Hill,32 Margaret St,4,House,1620000,S,hockingstuart,3/09/2016,13.1,3128,4,2,2,697,255,0.365853659,1940,City of ,Whitehorse,City of Whitehorse,-37.8151,145.135,Eastern Metropolitan,4605
Box Hill,6 Archibald St,3,House,4000000,VB,Lindellas,18/06/2016,13.1,3128,3,1,2,763,120,0.157273919,1945,City of ,Whitehorse,City of Whitehorse,-37.8166,145.1215,Eastern Metropolitan,4605
Box Hill,19 Kent Rd,3,House,928000,S,Lindellas,18/06/2016,13.1,3128,3,1,1,307,106,0.345276873,1890,City of ,Whitehorse,City of Whitehorse,-37.8247,145.1206,Eastern Metropolitan,4605
Box Hill,837 Canterbury Rd,3,House,857000,S,Fletchers,28/05/2016,13.1,3128,4,1,1,492,119,0.241869919,1930,City of ,Whitehorse,City of Whitehorse,-37.8283,145.1195,Eastern Metropolitan,4605
Box Hill,2/38 Margaret St,3,Townhouse,822500,S,Noel,28/05/2016,13.1,3128,3,2,1,238,130,0.546218487,2000,City of ,Whitehorse,City of Whitehorse,-37.8154,145.1355,Eastern Metropolitan,4605
Box Hill,5 Patricia St,3,House,1170000,S,Ray,23/04/2016,13.1,3128,3,1,1,755,95,0.125827815,1920,City of ,Whitehorse,City of Whitehorse,-37.8264,145.1248,Eastern Metropolitan,4605
Box Hill,55 Albion Rd,4,House,1600000,S,Fletchers,16/04/2016,13.1,3128,4,2,1,692,195,0.281791908,1890,City of ,Whitehorse,City of Whitehorse,-37.8247,145.1281,Eastern Metropolitan,4605
Box Hill,5/10 Camelia St,2,Unit,780000,S,Ray,6/05/2017,13.1,3128,2,1,1,171,80,0.467836257,2014,City of ,Whitehorse,City of Whitehorse,-37.8158,145.1384,Eastern Metropolitan,4605
Box Hill,35 Barkly St,3,House,1760000,S,Noel,20/05/2017,13.1,3128,3,1,2,689,152,0.220609579,1920,City of ,Whitehorse,City of Whitehorse,-37.8262,145.1301,Eastern Metropolitan,4605
Box Hill,11 Howard St,3,House,2080000,S,Buxton,22/04/2017,13.1,3128,3,2,2,693,158,0.227994228,1925,City of ,Whitehorse,City of Whitehorse,-37.8229,145.1217,Eastern Metropolitan,4605
Box Hill,6 Parkside Av,2,House,1820000,SP,Buxton,3/09/2017,10.9,3128,2,1,2,701,94,0.134094151,1940,City of ,Whitehorse,City of Whitehorse,-37.82756,145.11897,Eastern Metropolitan,4605
Box Hill,2/8 Simpsons Rd,2,Unit,653000,S,Philip,23/09/2017,10.9,3128,2,1,1,84,77,0.916666667,1970,City of ,Whitehorse,City of Whitehorse,-37.8179,145.1341,Eastern Metropolitan,4605
Box Hill,13 Cunningham St,5,House,1900000,PI,Buxton,26/08/2017,10.9,3128,5,3,2,613,133,0.216965742,1955,City of ,Whitehorse,City of Whitehorse,-37.82703,145.12938,Eastern Metropolitan,4605
Box Hill,11 Victoria St,4,House,1782500,S,Fletchers,21/10/2017,10.9,3128,4,2,1,641,625,0.975039002,1930,City of ,Whitehorse,City of Whitehorse,-37.82392,145.1299,Eastern Metropolitan,4605
Box Hill,37 Thames St,4,House,1875000,S,RT,11/11/2017,10.9,3128,4,2,2,715,227,0.317482517,1930,City of ,Whitehorse,City of Whitehorse,-37.8142,145.1278,Eastern Metropolitan,4605
Box Hill,36 Ashted Rd,4,House,2128888,S,Buxton,3/03/2018,10.9,3128,4,3,2,686,180,0.262390671,1945,City of ,Whitehorse,City of Whitehorse,-37.82346,145.12631,Eastern Metropolitan,4605
Box Hill,29 Albion Rd,6,House,4600000,SP,Buxton,17/03/2018,10.9,3128,6,3,5,1463,307,0.209842789,1880,City of ,Whitehorse,City of Whitehorse,-37.82438,145.12528,Eastern Metropolitan,4605
Braybrook,21 Hughes St,3,House,575000,S,Trimson,10/12/2016,10.8,3019,3,1,3,559,98,0.175313059,1955,City of ,Maribyrnong,City of Maribyrnong,-37.7923,144.852,Western Metropolitan,3589
Braybrook,19 Kannan Bvd,4,House,882000,S,Village,10/12/2016,10.8,3019,4,2,2,393,216,0.549618321,2008,City of ,Maribyrnong,City of Maribyrnong,-37.7763,144.8543,Western Metropolitan,3589
Braybrook,14 Rose St,3,House,565000,S,Nelson,27/11/2016,10.8,3019,3,2,1,566,78,0.137809187,1970,City of ,Maribyrnong,City of Maribyrnong,-37.7844,144.8523,Western Metropolitan,3589
Braybrook,1/3 Vine St,3,Townhouse,502000,SP,Sweeney,4/03/2017,10.8,3019,3,1,1,220,106,0.481818182,2011,City of ,Maribyrnong,City of Maribyrnong,-37.785,144.8561,Western Metropolitan,3589
Braybrook,20 Balmoral St,3,House,730000,S,Barry,11/03/2017,10.8,3019,3,2,2,544,135,0.248161765,1970,City of ,Maribyrnong,City of Maribyrnong,-37.7815,144.855,Western Metropolitan,3589
Braybrook,13 Wilson St,3,House,696000,S,YPA,18/03/2017,10.8,3019,3,1,0,557,90,0.161579892,1960,City of ,Maribyrnong,City of Maribyrnong,-37.7899,144.8515,Western Metropolitan,3589
Braybrook,1 Moama St,3,House,765000,S,GL,25/02/2017,10.8,3019,3,1,1,658,105,0.159574468,1960,City of ,Maribyrnong,City of Maribyrnong,-37.7905,144.8485,Western Metropolitan,3589
Braybrook,11/1 Windsor St,2,Townhouse,475000,S,Barry,25/02/2017,10.8,3019,2,1,1,115,104,0.904347826,1980,City of ,Maribyrnong,City of Maribyrnong,-37.7948,144.854,Western Metropolitan,3589
Braybrook,2B Bradford Ct,3,Townhouse,579000,S,Sweeney,19/11/2016,10.8,3019,3,2,1,198,144,0.727272727,2013,City of ,Maribyrnong,City of Maribyrnong,-37.7827,144.8625,Western Metropolitan,3589
Braybrook,144 Duke St,2,House,868000,S,Bells,7/11/2016,10.8,3019,2,1,4,749,77,0.102803738,1950,City of ,Maribyrnong,City of Maribyrnong,-37.7814,144.847,Western Metropolitan,3589
Braybrook,80 South Rd,4,House,645000,SP,Biggin,7/11/2016,10.8,3019,4,2,1,283,154,0.544169611,1990,City of ,Maribyrnong,City of Maribyrnong,-37.7908,144.8485,Western Metropolitan,3589
Braybrook,3 Cross St,3,House,652000,S,Barry,8/10/2016,10.8,3019,3,2,1,216,145,0.671296296,2010,City of ,Maribyrnong,City of Maribyrnong,-37.7865,144.8605,Western Metropolitan,3589
Braybrook,2 Riley Ct,4,House,850000,SA,Sweeney,8/10/2016,10.8,3019,4,2,2,606,240,0.396039604,2002,City of ,Maribyrnong,City of Maribyrnong,-37.788,144.862,Western Metropolitan,3589
Braybrook,80 South Rd,4,House,610000,VB,Biggin,17/09/2016,10.8,3019,4,2,1,283,154,0.544169611,1990,City of ,Maribyrnong,City of Maribyrnong,-37.7908,144.8485,Western Metropolitan,3589
Braybrook,25 Lily St,2,House,645000,S,Barry,3/09/2016,10.8,3019,2,1,1,566,75,0.132508834,1950,City of ,Maribyrnong,City of Maribyrnong,-37.7839,144.8524,Western Metropolitan,3589
Braybrook,25 Errol St,4,House,550000,S,Barry,26/07/2016,10.8,3019,4,2,1,288,160,0.555555556,2000,City of ,Maribyrnong,City of Maribyrnong,-37.7775,144.855,Western Metropolitan,3589
Braybrook,11/27 Marnoo St,3,House,495000,S,Burnham,27/06/2016,10.8,3019,3,1,1,158,138,0.873417722,2005,City of ,Maribyrnong,City of Maribyrnong,-37.7889,144.8465,Western Metropolitan,3589
Braybrook,2/10 Skewes St,3,Unit,495000,S,Bells,4/06/2016,10.8,3019,3,2,1,327,124,0.379204893,2006,City of ,Maribyrnong,City of Maribyrnong,-37.7851,144.8517,Western Metropolitan,3589
Braybrook,96 Duke St,2,House,610000,S,Barry,6/05/2017,10.8,3019,2,1,2,555,74,0.133333333,1950,City of ,Maribyrnong,City of Maribyrnong,-37.7854,144.8463,Western Metropolitan,3589
Braybrook,16 Menzies St,2,House,760000,S,Douglas,8/04/2017,10.8,3019,2,1,1,604,82,0.135761589,1950,City of ,Maribyrnong,City of Maribyrnong,-37.782,144.8528,Western Metropolitan,3589
Braybrook,13/25 Marnoo St,3,Townhouse,441700,SP,Barry,22/04/2017,10.8,3019,3,2,1,145,107,0.737931034,2003,City of ,Maribyrnong,City of Maribyrnong,-37.7894,144.8463,Western Metropolitan,3589
Braybrook,10 Sedge Cl,4,House,1000000,S,Nelson,22/04/2017,10.8,3019,4,3,2,475,319,0.671578947,2002,City of ,Maribyrnong,City of Maribyrnong,-37.7759,144.8552,Western Metropolitan,3589
Braybrook,15 Myalla St,2,House,570000,VB,Sweeney,24/06/2017,8.6,3019,2,1,2,567,74,0.130511464,1950,City of ,Maribyrnong,City of Maribyrnong,-37.7877,144.84757,Western Metropolitan,3589
Braybrook,14 Enderby Ct,3,House,797000,S,Douglas,8/07/2017,8.6,3019,3,1,2,694,110,0.158501441,1960,City of ,Maribyrnong,City of Maribyrnong,-37.79382,144.85107,Western Metropolitan,3589
Braybrook,1 Walker Pl,2,House,590000,S,hockingstuart,8/07/2017,8.6,3019,2,1,1,304,74,0.243421053,1950,City of ,Maribyrnong,City of Maribyrnong,-37.78341,144.85574,Western Metropolitan,3589
Braybrook,12/27 Marnoo St,3,Townhouse,560000,S,Sweeney,22/07/2017,8.6,3019,3,1,1,158,137,0.867088608,2002,City of ,Maribyrnong,City of Maribyrnong,-37.78893,144.84652,Western Metropolitan,3589
Braybrook,35 Shepherd St,3,House,840000,S,Douglas,16/09/2017,8.6,3019,3,1,2,620,93,0.15,1960,City of ,Maribyrnong,City of Maribyrnong,-37.78311,144.85331,Western Metropolitan,3589
Braybrook,5 Howell Pl,3,House,771000,SP,Barry,21/10/2017,8.6,3019,3,1,0,588,128,0.217687075,1950,City of ,Maribyrnong,City of Maribyrnong,-37.79373,144.84678,Western Metropolitan,3589
Braybrook,17 Kenross Ct,3,House,785000,S,RW,21/10/2017,8.6,3019,3,1,3,539,114,0.211502783,1950,City of ,Maribyrnong,City of Maribyrnong,-37.79262,144.84587,Western Metropolitan,3589
Braybrook,39 Shepherd St,3,House,801500,S,Bells,3/03/2018,8.6,3019,3,1,1,603,108,0.179104478,1950,City of ,Maribyrnong,City of Maribyrnong,-37.78308,144.85297,Western Metropolitan,3589
Braybrook,305 Ballarat Rd,3,House,780000,VB,GL,17/03/2018,8.6,3019,3,1,1,613,110,0.179445351,1950,City of ,Maribyrnong,City of Maribyrnong,-37.77998,144.85338,Western Metropolitan,3589
Braybrook,25 Myamyn St,4,House,850000,PI,S&L,17/03/2018,8.6,3019,4,1,,651,119,0.182795699,1950,City of ,Maribyrnong,City of Maribyrnong,-37.78875,144.84771,Western Metropolitan,3589
Briar Hill,31A Beaconsfield Rd,3,House,840000,S,Barry,1/07/2017,16.1,3088,3,1,2,509,120,0.235756385,2000,City of ,Banyule,City of Banyule,-37.70822,145.11495,Eastern Metropolitan,1390
Briar Hill,1/3 Campbell Rd,2,Unit,637000,S,Morrison,3/06/2017,16.1,3088,2,1,1,318,104,0.327044025,1980,City of ,Banyule,City of Banyule,-37.70688,145.11791,Eastern Metropolitan,1390
Briar Hill,1A Campbell Rd,2,House,710500,S,Barry,17/06/2017,16.1,3088,2,1,1,598,110,0.183946488,1985,City of ,Banyule,City of Banyule,-37.70681,145.11731,Eastern Metropolitan,1390
Briar Hill,31 Boyce Av,3,House,830000,S,Buckingham,12/08/2017,16.1,3088,3,1,2,905,183,0.202209945,1962,City of ,Banyule,City of Banyule,-37.7063,145.12215,Eastern Metropolitan,1390
Briar Hill,77 Karingal Dr,4,House,1030000,S,Nelson,26/08/2017,16.1,3088,4,3,3,1061,312,0.294062205,1960,City of ,Banyule,City of Banyule,-37.70591,145.13005,Eastern Metropolitan,1390
Briar Hill,8 Suzanne Ct,3,House,785000,SP,Flannagan,14/10/2017,16.1,3088,3,1,1,789,116,0.147021546,1989,City of ,Banyule,City of Banyule,-37.70216,145.12039,Eastern Metropolitan,1390
Briar Hill,23 Tower Dr,3,House,825000,S,Nelson,6/01/2018,16.1,3088,3,2,2,641,154,0.24024961,1977,City of ,Banyule,City of Banyule,-37.70318,145.11929,Eastern Metropolitan,1390
Brighton,2 Campbell St,3,House,2050000,PI,hockingstuart,10/12/2016,11.2,3186,3,3,2,398,262,0.658291457,2012,City of ,Bayside,City of Bayside,-37.899,144.9901,Southern Metropolitan,10579
Brighton,73 Martin St,4,House,3320000,S,Buxton,10/12/2016,11.2,3186,4,3,2,644,364,0.565217391,2000,City of ,Bayside,City of Bayside,-37.8964,144.9972,Southern Metropolitan,10579
Brighton,17 McCallum St,4,House,3695000,S,Marshall,3/12/2016,11.2,3186,4,3,2,836,284,0.339712919,1960,City of ,Bayside,City of Bayside,-37.9071,144.9898,Southern Metropolitan,10579
Brighton,18 Victoria St,4,House,3700000,S,Marshall,3/12/2016,11.2,3186,4,3,2,742,247,0.332884097,1900,City of ,Bayside,City of Bayside,-37.914,144.9878,Southern Metropolitan,10579
Brighton,50 Well St,3,House,1975000,S,Buxton,3/12/2016,11.2,3186,3,1,2,432,122,0.282407407,1930,City of ,Bayside,City of Bayside,-37.9172,144.996,Southern Metropolitan,10579
Brighton,3A Huntingfield Rd,3,House,2900000,S,Nick,27/11/2016,11.2,3186,3,1,1,659,161,0.24430956,1942,City of ,Bayside,City of Bayside,-37.919,144.9953,Southern Metropolitan,10579
Brighton,4/78 Dendy St,3,House,1390000,S,Tiernan's,4/03/2017,11.2,3186,3,1,2,340,137,0.402941176,1975,City of ,Bayside,City of Bayside,-37.9205,145.0007,Southern Metropolitan,10579
Brighton,133 Head St,4,House,2905000,S,Marshall,4/03/2017,11.2,3186,4,3,1,487,260,0.533880903,1905,City of ,Bayside,City of Bayside,-37.8926,144.9991,Southern Metropolitan,10579
Brighton,1/112 Roslyn St,2,Unit,1300000,S,Nick,4/03/2017,11.2,3186,2,2,2,329,132,0.401215805,1940,City of ,Bayside,City of Bayside,-37.9172,145.004,Southern Metropolitan,10579
Brighton,1/119 Roslyn St,3,Townhouse,1725000,PI,Buxton,4/03/2017,11.2,3186,3,2,2,411,225,0.547445255,1997,City of ,Bayside,City of Bayside,-37.918,145.0035,Southern Metropolitan,10579
Brighton,4/14 Brickwood St,2,Unit,858000,S,Marshall,18/03/2017,11.2,3186,2,1,1,107,75,0.700934579,1950,City of ,Bayside,City of Bayside,-37.8958,144.9982,Southern Metropolitan,10579
Brighton,12 May St,4,House,2800000,S,Biggin,18/03/2017,11.2,3186,4,2,4,569,229,0.402460457,1910,City of ,Bayside,City of Bayside,-37.8962,145.0011,Southern Metropolitan,10579
Brighton,147A Male St,2,Townhouse,1037000,S,Buxton,25/02/2017,11.2,3186,2,1,2,125,2,0.016,2009,City of ,Bayside,City of Bayside,-37.9078,145.0051,Southern Metropolitan,10579
Brighton,119 North Rd,4,House,3050000,SP,Buxton,25/02/2017,11.2,3186,4,4,2,578,319,0.551903114,1995,City of ,Bayside,City of Bayside,-37.8989,145.0008,Southern Metropolitan,10579
Brighton,2/71 Roslyn St,4,Townhouse,1630000,SP,Biggin,25/02/2017,11.2,3186,4,2,2,432,196,0.453703704,2000,City of ,Bayside,City of Bayside,-37.9228,145.0022,Southern Metropolitan,10579
Brighton,823 Hampton St,4,House,2475000,VB,Marshall,19/11/2016,11.2,3186,4,2,2,605,274,0.452892562,1920,City of ,Bayside,City of Bayside,-37.916,145.0064,Southern Metropolitan,10579
Brighton,64 North Rd,4,House,2700000,SP,Nick,19/11/2016,11.2,3186,4,2,2,732,333,0.454918033,1925,City of ,Bayside,City of Bayside,-37.8987,144.9953,Southern Metropolitan,10579
Brighton,5 Bridge St,3,House,1650000,S,Hodges,12/11/2016,11.2,3186,3,2,1,354,143,0.403954802,1910,City of ,Bayside,City of Bayside,-37.8916,145.0017,Southern Metropolitan,10579
Brighton,28 Loller St,2,House,1570000,S,Buxton,12/11/2016,11.2,3186,2,1,0,352,111,0.315340909,1920,City of ,Bayside,City of Bayside,-37.9154,145.001,Southern Metropolitan,10579
Brighton,9 Sussex St,5,House,4700000,VB,Hodges,12/11/2016,11.2,3186,5,3,2,1073,221,0.205964585,,City of ,Bayside,City of Bayside,-37.918,144.9911,Southern Metropolitan,10579
Brighton,40 Whyte St,3,House,1785000,SP,Buxton,12/11/2016,11.2,3186,3,2,1,404,118,0.292079208,1953,City of ,Bayside,City of Bayside,-37.9228,144.9996,Southern Metropolitan,10579
Brighton,2/422 St Kilda St,3,Townhouse,1475000,PI,Buxton,7/11/2016,11.2,3186,3,2,2,345,163,0.472463768,2000,City of ,Bayside,City of Bayside,-37.8943,144.9907,Southern Metropolitan,10579
Brighton,95 Cochrane St,4,House,3295888,S,Hodges,15/10/2016,11.2,3186,4,3,2,565,337,0.596460177,1990,City of ,Bayside,City of Bayside,-37.8975,144.9991,Southern Metropolitan,10579
Brighton,22 Champion St,3,House,2375000,S,HAR,17/09/2016,11.2,3186,4,2,2,547,302,0.552102377,2000,City of ,Bayside,City of Bayside,-37.9271,145.0034,Southern Metropolitan,10579
Brighton,679 Hampton St,3,House,1385000,S,Buxton,17/09/2016,11.2,3186,3,1,2,426,120,0.281690141,1935,City of ,Bayside,City of Bayside,-37.9254,145.0045,Southern Metropolitan,10579
Brighton,89 South Rd,3,House,2020000,S,Nick,17/09/2016,11.2,3186,5,6,2,685,419,0.611678832,,City of ,Bayside,City of Bayside,-37.9284,144.9986,Southern Metropolitan,10579
Brighton,176 Were St,5,House,1562500,PI,Buxton,10/09/2016,11.2,3186,5,2,2,655,202,0.308396947,1925,City of ,Bayside,City of Bayside,-37.9264,145.0044,Southern Metropolitan,10579
Brighton,18 Rooding St,3,House,1635000,S,Buxton,3/09/2016,11.2,3186,3,1,2,366,156,0.426229508,1920,City of ,Bayside,City of Bayside,-37.9038,145.0001,Southern Metropolitan,10579
Brighton,23a Chelsea St,3,Unit,1352500,S,hockingstuart,28/08/2016,11.2,3186,2,2,1,280,110,0.392857143,1993,City of ,Bayside,City of Bayside,-37.91,144.989,Southern Metropolitan,10579
Brighton,86 Dendy St,5,House,3105000,S,Marshall,28/08/2016,11.2,3186,4,2,2,1045,304,0.290909091,1930,City of ,Bayside,City of Bayside,-37.9205,145.0012,Southern Metropolitan,10579
Brighton,33a Durrant St,2,House,1532000,S,Hodges,22/08/2016,11.2,3186,2,1,2,411,165,0.401459854,1910,City of ,Bayside,City of Bayside,-37.9095,145.004,Southern Metropolitan,10579
Brighton,7 Chavasse St,3,House,1875000,S,Hodges,13/08/2016,11.2,3186,3,2,2,275,170,0.618181818,1991,City of ,Bayside,City of Bayside,-37.9153,144.9924,Southern Metropolitan,10579
Brighton,4/23 South Rd,3,Unit,1266000,S,Hodges,13/08/2016,11.2,3186,3,1,2,277,116,0.418772563,1950,City of ,Bayside,City of Bayside,-37.9268,144.991,Southern Metropolitan,10579
Brighton,124 Cole St,4,House,1761000,S,Kay,6/08/2016,11.2,3186,4,2,3,615,135,0.219512195,1920,City of ,Bayside,City of Bayside,-37.8956,145.0026,Southern Metropolitan,10579
Brighton,17 Rusden St,4,House,1500000,VB,Hodges,30/07/2016,11.2,3186,3,2,1,549,195,0.355191257,1990,City of ,Bayside,City of Bayside,-37.8869,144.9982,Southern Metropolitan,10579
Brighton,58 Champion St,4,House,2640000,S,Hodges,26/07/2016,11.2,3186,4,2,2,848,246,0.29009434,1975,City of ,Bayside,City of Bayside,-37.9234,145.0042,Southern Metropolitan,10579
Brighton,82 New St,5,House,3700000,VB,Kay,18/06/2016,11.2,3186,4,3,4,1572,305,0.194020356,1890,City of ,Bayside,City of Bayside,-37.9233,144.9944,Southern Metropolitan,10579
Brighton,30 Barkly St,3,House,2100000,S,Buxton,4/06/2016,11.2,3186,3,2,2,463,209,0.451403888,1970,City of ,Bayside,City of Bayside,-37.9082,144.9968,Southern Metropolitan,10579
Brighton,3/78 William St,2,Unit,800000,S,Hodges,4/06/2016,11.2,3186,2,1,1,90,74,0.822222222,1960,City of ,Bayside,City of Bayside,-37.9122,145.0038,Southern Metropolitan,10579
Brighton,21 Wolseley Gr,4,House,2405000,S,RT,28/05/2016,11.2,3186,4,1,2,695,142,0.204316547,1970,City of ,Bayside,City of Bayside,-37.9262,144.9969,Southern Metropolitan,10579
Brighton,66 Champion St,4,House,3900000,S,Nick,22/05/2016,11.2,3186,4,2,2,842,311,0.36935867,1990,City of ,Bayside,City of Bayside,-37.9227,145.0043,Southern Metropolitan,10579
Brighton,97 Dendy St,5,House,2730000,S,Gary,14/05/2016,11.2,3186,5,3,2,895,423,0.472625698,1938,City of ,Bayside,City of Bayside,-37.9204,145.0028,Southern Metropolitan,10579
Brighton,74 Carpenter St,5,House,2750000,VB,Buxton,7/05/2016,11.2,3186,4,3,1,509,341,0.669941061,2005,City of ,Bayside,City of Bayside,-37.9118,144.9984,Southern Metropolitan,10579
Brighton,4/149 Church St,2,Unit,892500,S,Nick,7/05/2016,11.2,3186,2,1,2,232,92,0.396551724,1970,City of ,Bayside,City of Bayside,-37.9157,144.9973,Southern Metropolitan,10579
Brighton,120 Cole St,4,House,2145000,S,Buxton,7/05/2016,11.2,3186,3,2,1,550,197,0.358181818,1910,City of ,Bayside,City of Bayside,-37.8954,145.0017,Southern Metropolitan,10579
Brighton,15 Hanby St,5,House,3171000,S,Biggin,7/05/2016,11.2,3186,4,2,2,710,340,0.478873239,2000,City of ,Bayside,City of Bayside,-37.9241,145.0008,Southern Metropolitan,10579
Brighton,31 Orchard St,5,House,2100000,PI,Hodges,16/04/2016,11.2,3186,5,5,2,552,219,0.39673913,1920,City of ,Bayside,City of Bayside,-37.9012,144.997,Southern Metropolitan,10579
Brighton,33 Brickwood St,3,House,2575000,S,Marshall,8/04/2017,11.2,3186,3,2,2,517,195,0.377176015,1920,City of ,Bayside,City of Bayside,-37.894,144.9977,Southern Metropolitan,10579
Brighton,81 Carpenter St,4,Townhouse,2900000,VB,Kay,8/04/2017,11.2,3186,4,4,2,473,292,0.617336152,2013,City of ,Bayside,City of Bayside,-37.9104,144.9999,Southern Metropolitan,10579
Brighton,147 North Rd,2,Townhouse,975000,PI,Marshall,8/04/2017,11.2,3186,2,1,1,444,182,0.40990991,1915,City of ,Bayside,City of Bayside,-37.8993,145.0046,Southern Metropolitan,10579
Brighton,24 North Rd,4,House,4225000,S,Biggin,8/04/2017,11.2,3186,4,2,2,920,333,0.361956522,1990,City of ,Bayside,City of Bayside,-37.8981,144.9902,Southern Metropolitan,10579
Brighton,38/568 New St,2,Unit,520000,PI,hockingstuart,13/05/2017,11.2,3186,2,1,1,1647,73,0.044323012,2004,City of ,Bayside,City of Bayside,-37.8847,144.9972,Southern Metropolitan,10579
Brighton,3/1 Thomson St,4,House,2000000,VB,Kay,13/05/2017,11.2,3186,4,2,2,286,283,0.98951049,1999,City of ,Bayside,City of Bayside,-37.8981,145,Southern Metropolitan,10579
Brighton,5 Blairgowrie Ct,3,House,3025000,PI,Biggin,22/04/2017,11.2,3186,3,2,4,649,195,0.30046225,1967,City of ,Bayside,City of Bayside,-37.9056,144.9893,Southern Metropolitan,10579
Brighton,20 Byron St,3,House,2650000,S,RT,1/07/2017,10.5,3186,3,2,2,645,219,0.339534884,1910,City of ,Bayside,City of Bayside,-37.90876,145.00743,Southern Metropolitan,10579
Brighton,36/568 New St,1,Unit,380000,VB,Chisholm,1/07/2017,10.5,3186,1,1,1,1993,46,0.023080783,2000,City of ,Bayside,City of Bayside,-37.88468,144.99722,Southern Metropolitan,10579
Brighton,65A Durrant St,3,House,1175000,PI,Biggin,3/06/2017,10.5,3186,3,1,3,284,120,0.422535211,1970,City of ,Bayside,City of Bayside,-37.91155,145.00657,Southern Metropolitan,10579
Brighton,101 Male St,3,House,1935000,S,RT,3/06/2017,10.5,3186,3,2,1,385,161,0.418181818,1940,City of ,Bayside,City of Bayside,-37.91068,145.00394,Southern Metropolitan,10579
Brighton,3 Champion St,3,House,2655000,SP,Hodges,24/06/2017,10.5,3186,3,2,2,697,183,0.262553802,1991,City of ,Bayside,City of Bayside,-37.92829,145.00281,Southern Metropolitan,10579
Brighton,2A Collins St,4,House,4050000,PI,Buxton,12/08/2017,10.5,3186,4,4,4,508,465,0.915354331,2011,City of ,Bayside,City of Bayside,-37.90904,144.99868,Southern Metropolitan,10579
Brighton,4 Glendora Av,4,House,2210000,SP,Marshall,12/08/2017,10.5,3186,4,2,1,396,175,0.441919192,1908,City of ,Bayside,City of Bayside,-37.88779,144.99933,Southern Metropolitan,10579
Brighton,51 Bay St,4,House,2800000,VB,hockingstuart,15/07/2017,10.5,3186,4,3,2,498,226,0.453815261,1900,City of ,Bayside,City of Bayside,-37.90396,144.99126,Southern Metropolitan,10579
Brighton,1 Airlie St,3,House,1342000,S,Marshall,16/09/2017,10.5,3186,3,1,3,287,110,0.383275261,1910,City of ,Bayside,City of Bayside,-37.88879,144.99833,Southern Metropolitan,10579
Brighton,1 Leonie Ct,3,Townhouse,1960000,PI,Buxton,16/09/2017,10.5,3186,3,2,2,709,36,0.05077574,1960,City of ,Bayside,City of Bayside,-37.91414,145.00527,Southern Metropolitan,10579
Brighton,2A Hillcrest Av,4,House,1850000,VB,Jellis,19/08/2017,10.5,3186,4,3,3,421,170,0.403800475,2000,City of ,Bayside,City of Bayside,-37.90542,145.00604,Southern Metropolitan,10579
Brighton,53 Elwood St,4,House,2830000,S,Nick,26/08/2017,10.5,3186,4,2,2,700,202,0.288571429,1930,City of ,Bayside,City of Bayside,-37.90034,144.99609,Southern Metropolitan,10579
Brighton,8 Berwick St,4,House,2451000,S,Marshall,21/10/2017,10.5,3186,4,3,2,335,102,0.304477612,1960,City of ,Bayside,City of Bayside,-37.90397,144.99582,Southern Metropolitan,10579
Brighton,10A Dawson Av,4,Townhouse,3820000,SP,Buxton,28/10/2017,10.5,3186,4,2,2,420,351,0.835714286,2010,City of ,Bayside,City of Bayside,-37.89238,144.98907,Southern Metropolitan,10579
Brighton,24 Grosvenor St,4,House,3850000,VB,Marshall,28/10/2017,10.5,3186,4,2,2,823,365,0.443499392,1937,City of ,Bayside,City of Bayside,-37.90946,144.98919,Southern Metropolitan,10579
Brighton,157 North Rd,3,House,1850000,PI,Buxton,28/10/2017,10.5,3186,3,2,2,691,167,0.241678726,1930,City of ,Bayside,City of Bayside,-37.89946,145.00537,Southern Metropolitan,10579
Brighton,55B South Rd,3,House,2100000,VB,Buxton,28/10/2017,10.5,3186,3,2,2,525,262,0.499047619,1935,City of ,Bayside,City of Bayside,-37.92798,144.9948,Southern Metropolitan,10579
Brighton,26 Brickwood St,5,House,4400000,VB,Marshall,11/11/2017,10.5,3186,5,4,2,710,429,0.604225352,2015,City of ,Bayside,City of Bayside,-37.8936,144.9982,Southern Metropolitan,10579
Brighton,15 Newbay Cr,5,House,5150000,PI,Buxton,18/11/2017,10.5,3186,5,3,4,662,513,0.774924471,2005,City of ,Bayside,City of Bayside,-37.9059,144.992,Southern Metropolitan,10579
Brighton,40 Whyte St,3,House,1900000,PI,Nick,6/01/2018,10.5,3186,3,2,2,386,118,0.305699482,1953,City of ,Bayside,City of Bayside,-37.92276,144.99957,Southern Metropolitan,10579
Brighton,47 Drake St,4,House,2520000,VB,hockingstuart,9/12/2017,10.5,3186,4,3,2,302,255,0.844370861,2000,City of ,Bayside,City of Bayside,-37.89233,144.9925,Southern Metropolitan,10579
